EmpID,Subject_team,Name,Grade_team
184,Writing,Vince,7
185,Geography,Brock,11
186,French,Paige,4
187,Algebra,Todd,4
188,Reading,Elle,10
189,Reading,Grace,6
190,P.E.,Jake,6
191,Art,Gail,9
192,Reading,Chad,6
193,Writing,Tess,12
194,Computing,Cade,12
195,Physics,Jean,10
196,Reading,Todd,12
197,P.E.,Eve,12
198,Writing,Ross,5
199,History,Dawn,9
200,Reading,Trent,3
201,Chemisty,Jake,3
202,History,Rose,9
203,Reading,Rose,12
204,Geography,Grant,5
205,French,Max,8
206,Reading,Chad,7
207,Computing,Yancy,1
208,French,Cole,1
209,Chemisty,Neil,6
210,Algebra,Chase,2
211,Computing,Joy,3
212,Physics,Paige,9
213,Algebra,Elle,11
214,Art,Rose,4
215,Writing,Cole,8
216,Spanish,Kim,7
217,Spanish,Gwen,12
218,Chemisty,Pearl,5
219,Spanish,Madge,8
220,History,Gwen,10
221,Writing,Joy,7
222,Physics,Pearl,3
223,Reading,Dawn,8
224,Writing,Jake,8
225,Algebra,Holland,11
226,Chemisty,Kent,11
227,Geography,Rose,3
228,Spanish,Vincent,8
229,History,Gwen,12
230,General Science,Cole,3
231,Chemisty,Vince,3
232,Spanish,Brock,3
233,Geography,Kurt,8
234,French,Trent,12
235,History,Jane,3
236,Physics,Cade,8
237,Writing,Eve,12
238,Art,Kent,4
239,Art,Joy,4
240,French,Todd,2
241,Writing,Cade,7
242,Art,Eve,12
243,Spanish,Luke,5
244,Art,Todd,4
245,Reading,Chad,9
246,Physics,Jake,4
247,Chemisty,Kent,12
248,Physics,Drake,4
249,Writing,Neil,8
250,Art,Grant,12
251,Computing,Kent,8
252,Writing,Dee,3
253,History,Tess,7
254,Geography,Cole,3
255,Spanish,Gail,10
256,Computing,Kim,2
257,Art,Holland,12
258,General Science,Jake,2
259,Writing,Heath,7
260,History,Blake,6
261,Chemisty,Blaire,4
262,Physics,Dawn,9
263,Physics,Cole,5
264,Art,Luke,4
265,Chemisty,Ann,3
266,Art,Kim,4
267,General Science,Cade,10
268,P.E.,Cole,1
269,Art,Jane,9
270,Geography,Grant,1
271,Spanish,Holland,12
272,Physics,Luke,6
273,History,Ross,9
274,Algebra,Rose,5
275,Writing,Heath,2
276,Art,Chase,6
277,History,Claire,4
278,Art,Neil,1
279,Computing,Liv,12
280,P.E.,Clark,7
281,Computing,Holland,12
282,Algebra,Kent,6
283,Chemisty,Ruth,3
284,Algebra,Tess,8
285,P.E.,Jake,9
286,Physics,Liv,8
287,General Science,Dawn,6
288,Spanish,Neil,1
289,Physics,Kandy,3
290,P.E.,Kandy,5
291,General Science,Joy,6
292,Physics,Gail,12
293,Spanish,Kim,3
294,P.E.,Jean,9
295,General Science,Dawn,12
296,Physics,Madge,10
297,Chemisty,Trent,8
298,Spanish,Gwen,6
299,General Science,Faye,9
300,Spanish,Kurt,8
301,French,Jake,10
302,Geography,Kate,2
303,P.E.,Rhett,2
304,Computing,Cade,8
305,History,Vincent,9
306,Writing,Chad,10
307,French,Pearl,5
308,Computing,Jack,12
309,Chemisty,Rhett,8
310,General Science,Holland,11
311,French,Blake,5
312,Chemisty,Ann,2
313,P.E.,Beth,1
314,Writing,Eve,10
315,Geography,Gwen,7
316,Geography,Eve,2
317,History,Dee,12
318,French,Ruth,12
319,Writing,Madge,8
320,Art,Cade,8
321,Spanish,Jane,4
322,Art,Tess,3
323,Physics,Chad,10
324,Reading,Cale,7
325,Art,Eve,12
326,Art,Faye,5
327,Art,Joy,1
328,History,Gwen,4
329,French,Dee,6
330,History,Dawn,12
331,Chemisty,Kate,4
332,Physics,Madge,7
333,Computing,Gail,6
334,Reading,Elle,2
335,Reading,Faye,6
336,General Science,Kandy,1
337,French,Chase,2
338,Writing,Claire,8
339,Art,Claire,4
340,Reading,Brock,8
341,P.E.,Cole,2
342,Algebra,Kandy,5
343,Spanish,Yancy,5
344,French,Claire,5
345,Chemisty,Dawn,5
346,Algebra,Jack,2
347,General Science,Cale,7
348,Chemisty,Holland,10
349,Algebra,Blake,3
350,French,Blaire,6
351,General Science,Drake,1
352,Geography,Cade,7
353,Chemisty,Kent,8
354,P.E.,Kurt,8
355,History,Vincent,3
356,Algebra,Joy,6
357,P.E.,Kellon,2
358,Chemisty,Blaire,2
359,Reading,Chad,2
360,Geography,Cade,10
361,French,Joy,2
362,Chemisty,Cade,1
363,History,Beth,6
364,Algebra,Vincent,5
365,Chemisty,Vince,10
366,Writing,Cole,2
367,Algebra,Faye,10
368,Chemisty,Blake,7
369,Computing,Ross,3
370,Art,Tess,5
371,Physics,Vince,12
372,Computing,Kandy,6
373,P.E.,Ruth,4
374,Algebra,Dee,6
375,Art,Neil,8
376,Algebra,Cale,6
377,Spanish,Grace,5
378,P.E.,Kim,11
379,Art,Dawn,11
380,General Science,Gwen,7
381,Reading,Dawn,10
382,Chemisty,Dawn,4
383,General Science,Eve,8
384,Reading,Tess,10
385,General Science,Faye,3
386,Computing,Grant,6
387,Writing,Grant,7
388,Writing,Faye,7
389,P.E.,Elle,10
390,Spanish,Blaire,1
391,Chemisty,Clark,3
392,Writing,Cade,2
393,Writing,Chad,11
394,P.E.,Luke,2
395,Physics,Cale,8
396,Geography,Kellon,6
397,Algebra,Todd,1
398,Spanish,Jean,6
399,Geography,Ann,10
400,P.E.,Brock,4
401,Physics,Dawn,8
402,Computing,Kandy,12
403,Art,Trent,6
404,Physics,Cale,8
405,Spanish,Max,5
406,Physics,Jane,5
407,Writing,Cale,5
408,Physics,Rhett,1
409,Chemisty,Vincent,11
410,P.E.,Heath,1
411,French,Jack,2
412,Reading,Paige,12
413,History,Liv,8
414,Computing,Dee,10
415,General Science,Heath,10
416,Physics,Drake,6
417,Writing,Blaire,9
418,Computing,Todd,12
419,Computing,Clark,6
420,Geography,Kim,3
421,Writing,Brock,12
422,Reading,Blake,4
423,Reading,Drake,8
424,History,Cale,4
425,Chemisty,Paige,5
426,Writing,Eve,6
427,General Science,Rhett,3
428,History,Blake,12
429,Algebra,Rhett,8
430,Chemisty,Chad,8
431,Art,Neil,5
432,General Science,Vince,12
433,Physics,Kandy,9
434,P.E.,Rose,1
435,Physics,Cade,4
436,General Science,Kent,12
437,Physics,Rose,9
438,P.E.,Faye,6
439,P.E.,Todd,1
440,Physics,Drake,4
441,History,Kurt,6
442,P.E.,Max,10
443,Art,Kim,11
444,Physics,Kellon,12
445,Physics,Joy,4
446,Geography,Elle,6
447,Chemisty,Ross,11
448,P.E.,Vince,3
449,Art,Grant,3
450,Algebra,Kurt,6
451,General Science,Jane,11
452,Algebra,Jean,9
453,Computing,Eve,3
454,General Science,Jake,2
455,French,Kim,9
456,Reading,Dawn,3
457,French,Kurt,1
458,Computing,Vincent,4
459,General Science,Jack,2
460,Writing,Cade,10
461,Writing,Ruth,7
462,Writing,Jean,5
463,Art,Blaire,1
464,French,Jean,12
465,General Science,Kate,1
466,Physics,Dee,5
467,Physics,Clark,7
468,Spanish,Yancy,4
469,History,Cale,5
470,Physics,Kurt,6
471,Geography,Chad,11
472,Art,Drake,3
473,Reading,Kate,8
474,French,Cade,4
475,History,Luke,8
476,General Science,Cade,12
477,Algebra,Liv,9
478,Spanish,Cade,12
479,General Science,Blaire,2
480,Chemisty,Claire,11
481,Chemisty,Kim,7
482,Physics,Holland,1
483,History,Faye,4
484,Writing,Gail,4
485,Art,Claire,9
486,Computing,Cole,12
487,Writing,Kurt,1
488,French,Cade,8
489,Algebra,Ruth,6
490,Reading,Ann,10
491,French,Ross,5
492,Spanish,Paige,5
493,Writing,Yancy,7
494,Computing,Drake,4
495,French,Max,6
496,Chemisty,Blake,11
497,Art,Chase,9
498,Writing,Elle,11
499,Reading,Joy,12
500,French,Tess,8
501,Chemisty,Holland,9
502,Computing,Rhett,10
503,Computing,Kim,5
504,Computing,Kate,10
505,French,Pearl,3
506,Art,Kurt,7
507,Computing,Rose,9
508,Reading,Faye,5
509,Geography,Vince,4
510,Algebra,Chase,7
511,Art,Chad,1
512,Spanish,Kurt,3
513,Writing,Dee,5
514,Geography,Heath,6
515,Writing,Gail,11
516,Physics,Grace,4
517,P.E.,Ross,2
518,Reading,Cale,4
519,Chemisty,Elle,10
520,History,Jack,6
521,Spanish,Neil,4
522,P.E.,Kent,3
523,Writing,Liv,11
524,Geography,Chase,3
525,Writing,Blaire,12
526,French,Beth,4
527,Chemisty,Chad,7
528,Physics,Blaire,6
529,French,Blake,11
530,Physics,Cole,11
531,History,Kurt,2
532,Algebra,Ross,9
533,Computing,Elle,1
534,General Science,Trent,5
535,Algebra,Kate,6
536,Computing,Kim,6
537,Art,Madge,11
538,Spanish,Tess,9
539,Writing,Cole,10
540,French,Gail,7
541,Chemisty,Ann,9
542,Chemisty,Kandy,7
543,Algebra,Vincent,12
544,History,Heath,7
545,Computing,Liv,6
546,Reading,Cole,9
547,Art,Cole,3
548,Writing,Dawn,4
549,General Science,Todd,11
550,French,Kim,10
551,Spanish,Cole,7
552,Reading,Trent,7
553,French,Chad,4
554,Physics,Blake,7
555,Physics,Beth,1
556,General Science,Luke,11
557,Chemisty,Ruth,10
558,General Science,Grace,9
559,Art,Beth,1
560,Reading,Rose,3
561,History,Grace,11
562,Writing,Claire,7
563,Reading,Vince,10
564,Reading,Elle,1
565,Physics,Elle,11
566,Computing,Jack,7
567,Computing,Dawn,7
568,Art,Ruth,2
569,History,Kellon,2
570,Writing,Ruth,8
571,Algebra,Gwen,2
572,French,Joy,3
573,Spanish,Kandy,12
574,Computing,Brock,9
575,P.E.,Max,2
576,Algebra,Vince,1
577,Physics,Joy,9
578,Algebra,Ross,12
579,French,Brock,6
580,P.E.,Elle,3
581,Computing,Luke,3
582,Writing,Cale,12
583,General Science,Blake,2
584,P.E.,Vincent,3
585,General Science,Blaire,4
586,General Science,Pearl,5
587,Spanish,Blaire,12
588,Geography,Max,7
589,French,Ross,3
590,Art,Faye,8
591,Computing,Ross,11
592,Algebra,Grant,3
593,P.E.,Drake,2
594,Art,Kandy,2
595,Geography,Joy,7
596,Geography,Kellon,2
597,Spanish,Rose,2
598,Chemisty,Drake,10
599,Physics,Blaire,3
600,Writing,Madge,7
601,Computing,Claire,4
602,Algebra,Paige,11
603,French,Kim,5
604,Computing,Clark,6
605,Geography,Todd,9
606,General Science,Rose,1
607,P.E.,Dawn,2
608,Spanish,Chase,12
609,Spanish,Brock,11
610,Computing,Ann,12
611,Chemisty,Dee,12
612,Computing,Kellon,1
613,Computing,Gail,4
614,Computing,Gwen,4
615,Algebra,Drake,2
616,General Science,Pearl,8
617,Algebra,Ross,11
618,Geography,Clark,6
619,Reading,Ross,3
620,Art,Madge,4
621,Computing,Chase,4
622,Physics,Holland,1
623,General Science,Blake,1
624,Writing,Clark,2
625,French,Grace,2
626,P.E.,Chase,7
627,Chemisty,Elle,1
628,Physics,Kim,6
629,Computing,Claire,10
630,General Science,Chad,3
631,History,Claire,9
632,French,Blaire,5
633,General Science,Gwen,11
634,Writing,Elle,2
635,General Science,Kim,8
636,Writing,Blake,6
637,P.E.,Heath,8
638,Physics,Jack,1
639,Art,Rose,10
640,Reading,Gwen,1
641,Chemisty,Grace,2
642,History,Chad,5
643,History,Max,12
644,Computing,Trent,8
645,Chemisty,Cade,12
646,Physics,Kim,4
647,French,Jack,2
648,Chemisty,Faye,7
649,Reading,Liv,10
650,P.E.,Blaire,6
651,General Science,Vincent,9
652,General Science,Kent,11
653,Chemisty,Luke,3
654,Physics,Cole,12
655,Algebra,Jean,6
656,Computing,Kate,4
657,Algebra,Kent,8
658,Geography,Blaire,7
659,Computing,Dee,2
660,Reading,Blake,2
661,History,Cole,9
662,History,Brock,10
663,Reading,Kurt,10
664,Geography,Joy,9
665,General Science,Blaire,6
666,Algebra,Pearl,1
667,Computing,Clark,4
668,Algebra,Elle,4
669,P.E.,Jack,6
670,History,Dawn,4
671,P.E.,Gwen,2
672,Computing,Vincent,5
673,Physics,Blaire,2
674,Computing,Kellon,7
675,Reading,Jack,12
676,Art,Cade,6
677,Art,Vince,9
678,Reading,Cade,5
679,Computing,Ann,6
680,History,Ruth,7
681,French,Rose,1
682,Spanish,Joy,8
683,P.E.,Ruth,7
684,Computing,Rose,1
685,Geography,Trent,7
686,Spanish,Neil,5
687,Physics,Heath,4
688,Spanish,Cole,7
689,French,Jake,3
690,Algebra,Todd,9
691,Reading,Eve,6
692,Art,Cole,3
693,Computing,Yancy,10
694,General Science,Max,7
695,History,Gwen,5
696,P.E.,Drake,6
697,Chemisty,Rhett,5
698,Spanish,Tess,4
699,P.E.,Madge,1
700,Geography,Kim,1
701,Chemisty,Faye,3
702,History,Madge,9
703,Computing,Eve,11
704,French,Kate,3
705,Computing,Pearl,9
706,Art,Blake,11
707,Reading,Grant,9
708,Algebra,Max,7
709,Spanish,Blake,8
710,Algebra,Yancy,5
711,Geography,Blaire,11
712,Computing,Rose,8
713,Reading,Dawn,4
714,Algebra,Elle,3
715,History,Grant,7
716,Algebra,Grace,4
717,Chemisty,Gail,7
718,Algebra,Kandy,9
719,Computing,Beth,6
720,French,Rose,6
721,Art,Chad,4
722,Geography,Rhett,7
723,Algebra,Jack,8
724,Geography,Chase,10
725,French,Claire,9
726,Geography,Rhett,8
727,Geography,Kurt,5
728,Chemisty,Cole,5
729,History,Trent,6
730,Art,Neil,12
731,Geography,Faye,9
732,Art,Yancy,4
733,Geography,Grant,8
734,Physics,Trent,6
735,Spanish,Vince,9
736,Spanish,Beth,12
737,General Science,Elle,2
738,History,Drake,12
739,Algebra,Drake,10
740,Geography,Faye,10
741,Chemisty,Holland,8
742,Computing,Ruth,1
743,Art,Luke,11
744,Spanish,Cade,1
745,P.E.,Jack,1
746,Spanish,Clark,6
747,P.E.,Jean,2
748,Computing,Joy,6
749,History,Ruth,6
750,French,Clark,12
751,Physics,Holland,11
752,Writing,Gail,6
753,History,Chase,8
754,Art,Gwen,10
755,Chemisty,Madge,3
756,Reading,Eve,9
757,Physics,Dawn,12
758,Art,Liv,11
759,Reading,Vincent,11
760,General Science,Cade,8
761,History,Dee,12
762,Algebra,Eve,8
763,Chemisty,Jack,9
764,Physics,Chase,5
765,Spanish,Gwen,7
766,Chemisty,Drake,9
767,Algebra,Cale,3
768,Geography,Kellon,8
769,Writing,Blake,2
770,Writing,Madge,7
771,History,Grant,6
772,Spanish,Ross,12
773,French,Clark,7
774,Spanish,Pearl,12
775,Spanish,Cole,9
776,General Science,Jake,1
777,Algebra,Heath,4
778,Chemisty,Kurt,3
779,French,Joy,12
780,French,Ruth,5
781,Computing,Rose,12
782,French,Kellon,1
783,Physics,Drake,1
784,French,Blake,5
785,History,Jean,2
786,Computing,Luke,3
787,Computing,Todd,2
788,Physics,Ruth,8
789,Physics,Beth,7
790,Computing,Holland,9
791,Chemisty,Grant,8
792,Writing,Holland,2
793,Art,Madge,9
794,History,Eve,6
795,French,Eve,10
796,Spanish,Ross,12
797,P.E.,Ruth,7
798,Chemisty,Faye,1
799,History,Neil,3
800,Art,Elle,1
801,Writing,Clark,5
802,General Science,Gail,11
803,Art,Chase,8
804,Spanish,Ross,9
805,French,Dawn,5
806,Art,Ann,3
807,Spanish,Kurt,5
808,Reading,Max,8
809,Writing,Eve,10
810,French,Jake,4
811,French,Ruth,12
812,General Science,Paige,4
813,French,Kandy,12
814,Spanish,Kandy,10
815,Algebra,Blake,5
816,Geography,Chad,9
817,Physics,Jake,9
818,Geography,Tess,12
819,P.E.,Kate,12
820,Physics,Chad,9
821,History,Vince,4
822,Reading,Todd,12
823,Computing,Jack,9
824,Physics,Cole,9
825,History,Beth,6
826,General Science,Beth,1
827,Art,Neil,4
828,Art,Gwen,4
829,Writing,Grace,4
830,Algebra,Elle,3
831,Spanish,Paige,9
832,Chemisty,Pearl,8
833,Physics,Rose,2
834,Chemisty,Chase,11
835,French,Chad,7
836,Spanish,Jack,6
837,Writing,Cole,12
838,Algebra,Rhett,10
839,General Science,Claire,9
840,P.E.,Todd,6
841,Art,Paige,4
842,Chemisty,Grant,10
843,Writing,Jane,4
844,Chemisty,Kent,12
845,P.E.,Pearl,8
846,General Science,Rose,6
847,Physics,Tess,2
848,Reading,Cade,3
849,History,Cole,5
850,Spanish,Kellon,6
851,Writing,Chase,6
852,P.E.,Kandy,1
853,Spanish,Heath,6
854,P.E.,Jack,3
855,P.E.,Cale,4
856,Reading,Kim,10
857,Writing,Kandy,5
858,History,Chase,6
859,P.E.,Claire,1
860,Writing,Trent,1
861,Computing,Dee,5
862,Computing,Gail,9
863,Physics,Chase,6
864,Geography,Vince,6
865,History,Jean,2
866,Spanish,Grant,8
867,Computing,Clark,2
868,Art,Pearl,12
869,Physics,Grace,8
870,Physics,Luke,11
871,Geography,Rhett,10
872,Art,Brock,3
873,General Science,Jack,8
874,French,Kim,4
875,Algebra,Trent,5
876,Spanish,Cade,4
877,Chemisty,Brock,2
878,Art,Claire,11
879,P.E.,Liv,8
880,Chemisty,Rhett,7
881,Computing,Dee,11
882,Computing,Yancy,5
883,Algebra,Ann,12
884,Art,Ann,4
885,Spanish,Cade,9
886,General Science,Rose,5
887,Algebra,Vincent,8
888,Chemisty,Gail,7
889,General Science,Jake,10
890,Algebra,Rose,12
891,Geography,Dee,2
892,Chemisty,Kurt,1
893,P.E.,Chad,12
894,Physics,Ruth,12
895,Algebra,Cade,5
896,French,Liv,4
897,Geography,Dee,2
898,Art,Elle,1
899,Spanish,Gail,9
900,Physics,Kandy,10
901,French,Ruth,1
902,Art,Grace,5
903,Algebra,Cade,5
904,Reading,Grace,5
905,Chemisty,Brock,7
906,Computing,Max,4
907,Physics,Trent,11
908,Geography,Chase,12
909,Reading,Heath,3
910,Writing,Clark,12
911,Algebra,Dawn,4
912,Algebra,Brock,4
913,Algebra,Madge,2
914,General Science,Dawn,11
915,Physics,Cole,4
916,Writing,Paige,4
917,Writing,Elle,12
918,Reading,Liv,3
919,Writing,Gwen,10
920,Algebra,Drake,8
921,Reading,Trent,2
922,Physics,Jake,2
923,Art,Elle,3
924,Spanish,Cade,4
925,Algebra,Dawn,1
926,Algebra,Faye,3
927,P.E.,Jack,6
928,P.E.,Liv,11
929,Computing,Rhett,3
930,Art,Ruth,2
931,Art,Rose,11
932,General Science,Vincent,12
933,Algebra,Gail,8
934,History,Rhett,11
935,Writing,Dawn,4
936,Reading,Kate,1
937,Chemisty,Blaire,1
938,P.E.,Jack,9
939,Art,Beth,12
940,P.E.,Vincent,2
941,Art,Kim,5
942,General Science,Grant,6
943,History,Ruth,4
944,P.E.,Beth,5
945,Computing,Kent,1
946,History,Max,12
947,Chemisty,Madge,2
948,History,Kandy,9
949,General Science,Gwen,9
950,General Science,Drake,11
951,Writing,Joy,6
952,Chemisty,Kim,7
953,Art,Heath,10
954,Art,Chad,11
955,History,Blaire,5
956,P.E.,Neil,12
957,Spanish,Rhett,2
958,Computing,Kate,7
959,Computing,Kent,11
960,Physics,Ruth,9
961,Writing,Pearl,5
962,Art,Kent,1
963,P.E.,Heath,1
964,Geography,Kandy,4
965,Writing,Gwen,4
966,P.E.,Jake,4
967,Computing,Joy,4
968,Algebra,Chad,5
969,History,Dawn,12
970,Computing,Dawn,6
971,Algebra,Kurt,3
972,Chemisty,Grace,12
973,Art,Blake,9
974,History,Kent,10
975,Art,Grant,12
976,Reading,Dawn,4
977,Computing,Ross,8
978,P.E.,Claire,8
979,Physics,Paige,4
980,History,Ann,5
981,Physics,Trent,10
982,Geography,Beth,3
983,French,Vince,1
984,History,Chad,4
985,Geography,Vince,7
986,Writing,Max,4
987,Algebra,Kate,4
988,Physics,Clark,12
989,French,Neil,7
990,Art,Luke,1
991,History,Kurt,7
992,Spanish,Drake,4
993,Spanish,Kandy,2
994,French,Heath,10
995,Chemisty,Kate,8
996,French,Ruth,10
997,Art,Elle,2
998,Spanish,Max,7
999,Chemisty,Grace,4
1000,French,Kate,9
1001,Geography,Joy,5
1002,French,Dawn,3
1003,Reading,Max,7
1004,Geography,Blake,9
1005,Spanish,Todd,7
1006,Computing,Dee,1
1007,French,Ann,9
1008,P.E.,Jean,10
1009,French,Kellon,3
1010,General Science,Kent,8
1011,Computing,Grant,4
1012,Writing,Chad,9
1013,Geography,Clark,5
1014,Algebra,Kurt,10
1015,Algebra,Jake,6
1016,Computing,Chase,11
1017,General Science,Neil,2
1018,Reading,Beth,11
1019,Reading,Gail,1
1020,Art,Elle,8
1021,P.E.,Vincent,3
1022,General Science,Kate,7
1023,Art,Kate,1
1024,Physics,Gail,6
1025,Algebra,Cade,2
1026,Reading,Ross,2
1027,Geography,Liv,11
1028,General Science,Trent,12
1029,Writing,Elle,6
1030,P.E.,Jake,12
1031,P.E.,Jack,5
1032,Writing,Ruth,5
1033,Chemisty,Elle,7
1034,General Science,Jane,4
1035,Writing,Beth,8
1036,History,Vincent,5
1037,General Science,Chad,10
1038,Chemisty,Chad,7
1039,Algebra,Todd,11
1040,Algebra,Kellon,6
1041,Computing,Luke,11
1042,Physics,Todd,5
1043,Physics,Vince,3
1044,P.E.,Brock,5
1045,Algebra,Gail,7
1046,General Science,Ann,11
1047,French,Claire,4
1048,History,Cade,3
1049,Reading,Todd,2
1050,French,Grace,4
1051,History,Drake,1
1052,Art,Vincent,9
1053,Computing,Tess,6
1054,History,Jake,1
1055,Art,Dawn,11
1056,French,Kandy,12
1057,Art,Vince,7
1058,Reading,Clark,9
1059,Spanish,Brock,5
1060,General Science,Dawn,4
1061,Physics,Jane,3
1062,French,Drake,12
1063,Writing,Jake,9
1064,French,Grace,8
1065,Art,Rose,9
1066,General Science,Jack,1
1067,Art,Kellon,9
1068,History,Gail,4
1069,P.E.,Luke,2
1070,Art,Claire,1
1071,Reading,Kent,4
1072,Computing,Kim,8
1073,Spanish,Grace,1
1074,Chemisty,Clark,4
1075,Chemisty,Dawn,7
1076,Algebra,Todd,5
1077,History,Tess,8
1078,P.E.,Trent,12
1079,French,Elle,1
1080,Geography,Rhett,3
1081,French,Madge,12
1082,History,Madge,1
1083,General Science,Vincent,6
1084,P.E.,Beth,5
1085,Writing,Jean,3
1086,History,Cole,3
1087,Reading,Drake,12
1088,Computing,Blaire,11
1089,Physics,Madge,2
1090,Physics,Rose,7
1091,Writing,Kurt,6
1092,Writing,Claire,9
1093,P.E.,Rose,11
1094,Writing,Ann,1
1095,Physics,Ross,9
1096,French,Kent,5
1097,Art,Holland,12
1098,General Science,Yancy,2
1099,General Science,Jack,9
1100,Writing,Vincent,9
1101,French,Kellon,4
1102,Writing,Vince,6
1103,History,Todd,6
1104,Algebra,Jake,10
1105,Computing,Tess,6
1106,Reading,Tess,5
1107,History,Kellon,6
1108,Chemisty,Gail,2
1109,History,Elle,2
1110,Geography,Dawn,3
1111,Geography,Paige,11
1112,P.E.,Kim,10
1113,Physics,Ross,9
1114,Art,Madge,12
1115,P.E.,Rose,1
1116,Writing,Eve,5
1117,Reading,Kate,7
1118,History,Jake,7
1119,Algebra,Chad,7
1120,Art,Vince,8
1121,Art,Cole,8
1122,Algebra,Claire,7
1123,Art,Yancy,3
1124,French,Dawn,6
1125,Physics,Paige,9
1126,Reading,Chase,9
1127,Reading,Todd,4
1128,Writing,Elle,4
1129,General Science,Jack,12
1130,General Science,Beth,9
1131,Geography,Vincent,3
1132,French,Rose,11
1133,Spanish,Eve,7
1134,Art,Jane,2
1135,P.E.,Ann,2
1136,Geography,Gail,3
1137,History,Eve,2
1138,Reading,Blaire,9
1139,Art,Pearl,9
1140,Reading,Jean,9
1141,General Science,Trent,7
